Ticker;SimFinId;Currency;"Fiscal Year";"Fiscal Period";"Report Date";"Publish Date";"Restated Date";"Shares (Basic)";"Shares (Diluted)";Revenue;"Cost of Revenue";"Gross Profit";"Operating Expenses";"Selling, General & Administrative";"Research & Development";"Depreciation & Amortization";"Operating Income (Loss)";"Non-Operating Income (Loss)";"Interest Expense, Net";"Pretax Income (Loss), Adj.";"Abnormal Gains (Losses)";"Pretax Income (Loss)";"Income Tax (Expense) Benefit, Net";"Income (Loss) from Continuing Operations";"Net Extraordinary Gains (Losses)";"Net Income";"Net Income (Common)"
MKC;251282;USD;2019;FY;2019-11-30;2020-01-28;2021-01-28;265200000;268200000;5347400000;-3202100000;2145300000;-1166800000;-1166800000;;;978500000;-138500000;-165200000;840000000;-20800000;819200000;-157400000;702700000;;702700000;702700000
MKC;251282;USD;2020;FY;2020-11-30;2021-01-28;2021-01-28;266500000;269100000;5601300000;-3300900000;2300400000;-1281600000;-1281600000;;;1018800000;-118000000;-135600000;900800000;-19300000;881500000;-174900000;747400000;;747400000;747400000
MKSI;447843;USD;2015;FY;2015-12-31;2016-02-26;2017-03-01;53282000;53560000;813524000;-450652000;362872000;-204156000;-129087000;-68305000;-6764000;158716000;2856000;2856000;161572000;-2104000;159468000;-37171000;122297000;;122297000;122297000
MKSI;447843;USD;2016;FY;2016-12-31;2017-03-01;2019-02-26;53472000;54051000;1295342000;-729723000;565619000;-375431000;-227932000;-110579000;-35681000;190188000;-28051000;-28051000;162137000;-34160000;127977000;-23168000;104809000;;104809000;104809000
MKSI;447843;USD;2017;FY;2017-12-31;2018-02-28;2019-02-26;54137000;55074000;1915977000;-1024526000;891451000;-468846000;-290056000;-132555000;-45743000;422605000;-27969000;-27969000;394636000;52989000;447625000;-108493000;339132000;;339132000;339132000
MKSI;447843;USD;2018;FY;2018-12-31;2019-02-26;2021-02-23;54406000;54992000;2075100000;-1095600000;979500000;-477700000;-298100000;-135700000;-43500000;501800000;-13100000;-11100000;488700000;-7700000;481000000;-88100000;392900000;;392900000;392900000
MKSI;447843;USD;2019;FY;2019-12-31;2020-02-28;2021-02-23;54711000;55111000;1899800000;-1069400000;830400000;-568400000;-330300000;-164100000;-67400000;262000000;-42000000;-38700000;220000000;-42200000;177800000;-37400000;140400000;;140400000;140400000
MKTX;118024;USD;2015;FY;2015-12-31;2016-02-25;2018-02-23;36690000;37637000;303098000;-83856000;219242000;-71342000;-15843000;;-18542000;147900000;;;147900000;;147900000;-51863000;96037000;;96037000;96037000
MKTX;118024;USD;2016;FY;2016-12-31;2017-02-21;2019-02-20;36844000;37738000;367730000;-96625000;271105000;-81120000;-18091000;;-17838000;189985000;1617000;;191602000;;191602000;-65430000;126172000;;126172000;126172000
MKTX;118024;USD;2017;FY;2017-12-31;2018-02-23;2019-02-20;36864000;38038000;393422000;-102313000;291109000;-91494000;-20883000;;-19274000;199615000;2153000;;201768000;;201768000;-53679000;148089000;;148089000;148089000
MKTX;118024;USD;2018;FY;2018-12-31;2019-03-18;2021-02-19;36958000;37855000;435565000;-109117000;326448000;-113864000;-23467000;;-23080000;212584000;5502000;;218086000;;218086000;-45234000;172852000;;172852000;172852000
MKTX;118024;USD;2019;FY;2019-12-31;2020-02-18;2021-02-19;37083000;37956000;511352000;-131079000;380273000;-129391000;-27255000;;-26857000;250882000;6542000;;257424000;;257424000;-52522000;204902000;;204902000;204902000
MLAB;43619;USD;2015;FY;2016-03-31;2016-06-06;2018-06-05;3521000;3650000;84659000;-33246000;51413000;-35090000;-31118000;-3972000;;16323000;-768000;;15555000;;15555000;-4386000;11169000;;11169000;11169000
MLAB;43619;USD;2016;FY;2017-03-31;2017-06-07;2018-06-05;3605000;3757000;93665000;-40426000;53239000;-36926000;-32769000;-4157000;;16313000;-2017000;;14296000;;14296000;-3113000;11183000;;11183000;11183000
MLAB;43619;USD;2017;FY;2018-03-31;2018-06-05;2018-06-05;3770000;3770000;96179000;-41560000;54619000;-52436000;-35078000;-3539000;;2183000;-1882000;;301000;;301000;-3263000;-2962000;;-2962000;-2962000
MLAB;43619;USD;2018;FY;2019-03-31;2019-06-13;2021-06-01;3839000;4033000;103135000;-42219000;60916000;-43061000;-39555000;-3506000;;17855000;-1158000;-1720000;16697000;-8074000;8623000;-1139000;7484000;;7484000;7484000
MLAB;43619;USD;2019;FY;2020-03-31;2020-06-01;2021-06-01;4200000;4371000;117687000;-52325000;65362000;-57091000;-50736000;-6355000;;8271000;-4061000;-4544000;4210000;-348000;3862000;-2084000;1778000;;1778000;1778000
MLHR;1063680;USD;2016;FY;2016-05-31;2016-07-26;2018-07-31;59844540;60529269;2264900000;-1390700000;874200000;-662700000;-585600000;-77100000;;211500000;-14900000;-14600000;196600000;;196600000;-59500000;137500000;;136700000;136700000
MLHR;1063680;USD;2017;FY;2017-05-31;2017-08-02;2019-07-30;59871805;60554589;2278200000;-1414000000;864200000;-660600000;-587500000;-73100000;;203600000;-13500000;-13000000;190100000;-12500000;177600000;-55100000;124100000;;123900000;123900000
MLHR;1063680;USD;2018;FY;2018-05-31;2018-07-31;2020-07-28;59681268;60311305;2381200000;-1508200000;873000000;-688400000;-615300000;-73100000;;184600000;-10800000;-9100000;173800000;-5700000;168100000;-42400000;128700000;;128100000;128100000
MLHR;1063680;USD;2019;FY;2019-05-31;2019-07-30;2021-07-27;59011945;59381791;2567200000;-1637300000;929900000;-716200000;-639300000;-76900000;;213700000;-8400000;-10000000;205300000;-10200000;195100000;-39600000;160500000;;160500000;160500000
MLHR;1063680;USD;2020;FY;2020-05-31;2020-07-28;2021-07-27;58920653;58920653;2486600000;-1575900000;910700000;-717300000;-643300000;-74000000;;193400000;-11200000;-10200000;182200000;-195600000;-13400000;-6000000;-14400000;;-9100000;-9100000
MLM;378186;USD;2015;FY;2015-12-31;2016-02-23;2017-02-24;66770000;67020000;3539570000;-2817803000;721767000;-242351000;-218234000;-8464000;;479416000;-65615000;-76287000;413801000;;413801000;-124863000;288938000;;288792000;288792000
MLM;378186;USD;2016;FY;2016-12-31;2017-02-24;2017-02-24;63610000;63861000;3818749000;-2909783000;908966000;-241645000;-248005000;-1683000;;667321000;-60293000;-81677000;607028000;;607028000;-181584000;425444000;;425386000;425386000
MLM;378186;USD;2017;FY;2017-12-31;2018-02-23;2018-02-23;62932000;63217000;3965594000;-2993654000;971940000;-271559000;-262128000;-8638000;;700381000;-81453000;-91487000;618928000;;618928000;94457000;713385000;;713342000;713342000
MLM;378186;USD;2018;FY;2018-12-31;2019-03-18;2021-02-19;62895000;63147000;4244300000;-3277700000;966600000;-262400000;-280600000;;;704200000;-114600000;-137100000;589600000;-13500000;576100000;-105700000;470400000;;470000000;470000000
MLM;378186;USD;2019;FY;2019-12-31;2020-02-21;2021-02-19;62500000;62700000;4739100000;-3560100000;1179000000;-293600000;-302700000;;;885400000;-136600000;-129300000;748800000;-500000;748300000;-136300000;612000000;;611900000;611900000
MMEG;659865;USD;2015;FY;2015-12-31;2016-04-11;2017-04-13;73961414;73961414;566;;;-561473;-561473;;;-560907;-11211;-11211;-572118;-454869;-1026987;;-1026987;;-1026987;-1026987
MMEG;659865;USD;2016;FY;2016-12-31;2017-04-13;2017-04-13;145239432;145239432;2501;;;-791551;-791551;;;-789050;-841799;-841799;-1630849;-184393;-1815242;;-1815242;;-1815242;-1815242
MMI;134979;USD;2015;FY;2015-12-31;2016-03-15;2016-03-15;38848000;39162000;689055000;-423389000;265666000;-151015000;-147710000;;-3305000;114651000;-1283000;-1726000;113368000;;113368000;-47018000;66350000;;66350000;66350000
MMI;134979;USD;2016;FY;2016-12-31;2017-03-16;2017-03-16;38899000;39035000;717450000;-444768000;272682000;-166181000;-161794000;;-4387000;106501000;601000;-1533000;107102000;;107102000;-42445000;64657000;;64657000;64657000
MMI;134979;USD;2017;FY;2017-12-31;2018-03-16;2018-03-16;38988000;39100000;719700000;-446557000;273143000;-177011000;-171648000;;-5363000;96132000;3094000;-1496000;99226000;;99226000;-47702000;51524000;;51524000;51524000
MMI;134979;USD;2018;FY;2018-12-31;2019-03-01;2021-03-01;39149000;39383000;814816000;-502883000;311933000;-199646000;-193349000;;-6297000;112287000;4933000;-1400000;117220000;;117220000;-29963000;87257000;;87257000;87257000
MMI;134979;USD;2019;FY;2019-12-31;2020-03-02;2021-03-01;39404000;39548000;806428000;-498878000;307550000;-211127000;-203110000;;-8017000;96423000;11089000;-1388000;107512000;;107512000;-30582000;76930000;;76930000;76930000
MMM;22219;USD;2015;FY;2015-12-31;2016-02-11;2018-02-08;625600000;637200000;30274000000;-15383000000;14891000000;-7992000000;-6229000000;-1763000000;;6899000000;-123000000;-123000000;6776000000;47000000;6823000000;-1982000000;4841000000;;4833000000;4833000000
MMM;22219;USD;2016;FY;2016-12-31;2017-02-09;2018-02-08;604700000;618700000;30109000000;-15040000000;15069000000;-7957000000;-6222000000;-1735000000;;7112000000;-170000000;-170000000;6942000000;111000000;7053000000;-1995000000;5058000000;;5050000000;5050000000
MMM;22219;USD;2017;FY;2017-12-31;2018-02-08;2019-02-07;597500000;612700000;31657000000;-16055000000;15602000000;-8496000000;-6626000000;-1870000000;;7106000000;-144000000;-144000000;6962000000;586000000;7548000000;-2679000000;4869000000;;4858000000;4858000000
MMM;22219;USD;2018;FY;2018-12-31;2019-02-07;2021-02-04;588500000;602000000;32765000000;-16682000000;16083000000;-9423000000;-7602000000;-1821000000;;6660000000;-207000000;;6453000000;547000000;7000000000;-1637000000;5363000000;;5349000000;5349000000
MMM;22219;USD;2019;FY;2019-12-31;2020-02-06;2021-02-04;577000000;585100000;32136000000;-17136000000;15000000000;-8940000000;-7029000000;-1911000000;;6060000000;-462000000;;5598000000;114000000;5712000000;-1130000000;4582000000;;4570000000;4570000000
MMMB;233893;USD;2015;FY;2016-01-31;2016-04-21;2017-03-23;25487778;25487778;12603447;-9006220;3597227;-5856544;-5748912;-107632;;-2259317;-555071;-555071;-2814388;-697230;-3511618;;-3511618;;-3511618;-3578610
MMMB;233893;USD;2016;FY;2017-01-31;2017-03-23;2018-05-16;26147913;26147913;18048792;-10830104;7218688;-6762705;-6609409;-153296;;455983;-728537;-728537;-272554;-28526;-301080;;-301080;;-301080;-506001
MMMB;233893;USD;2017;FY;2018-01-31;2018-05-16;2018-05-16;29811521;32205577;27543335;-18282660;9260675;-8197533;-8059533;-138000;;1063142;-679974;-679974;383168;-63428;319740;;319740;;319740;228175
MMMB;233893;USD;2018;FY;2019-01-31;2019-04-23;2019-04-23;31843755;32521821;28522112;-18531678;9990434;-8425370;-8294450;-130920;;1565064;-881702;-881702;683362;-133314;550048;;550048;;550048;550048
MMMB;233893;USD;2019;FY;2020-01-31;2020-04-23;2021-04-21;31949803;34339256;33750465;-23766137;9984328;-7900904;-7786278;-114626;;2083424;-482995;-482995;1600429;-67735;1532694;;1532694;;1532694;1532694
MMP;918211;USD;2015;FY;2015-12-31;2016-02-19;2018-02-16;;;2188453000;-970923000;1217530000;-250277000;-149948000;;-166812000;967253000;-145795000;-157619000;821458000;0;821458000;-2336000;819122000;;819122000;819122000
MMP;918211;USD;2016;FY;2016-12-31;2017-02-17;2019-02-15;;;2205410000;-1022010000;1183400000;-246611000;-147165000;;-178142000;936789000;-158944000;-192785000;777845000;28144000;805989000;-3218000;802771000;;802771000;802771000
MMP;918211;USD;2017;FY;2017-12-31;2018-02-16;2019-02-15;;;2507661000;-1213595000;1294066000;-241353000;-165717000;;-196630000;1052713000;-197857000;-209283000;854856000;18505000;873361000;-3830000;869531000;;869531000;869531000
MMP;918211;USD;2018;FY;2018-12-31;2019-02-15;2021-02-18;;;2826573000;-1353749000;1472824000;-278243000;-194283000;;-265077000;1194581000;-214382000;-217969000;980199000;353797000;1333996000;-71000;1333925000;;1333925000;1333925000
MMP;918211;USD;2019;FY;2019-12-31;2020-02-18;2021-02-18;;;2727912000;-1253360000;1474552000;-270848000;-196650000;;-246134000;1203704000;-210384000;-217838000;993320000;28966000;1022286000;-1437000;1020849000;;1020849000;1020849000
MMS;447855;USD;2016;FY;2016-09-30;2016-11-21;2018-11-20;65822000;66229000;2403360000;-1841169000;562191000;-282468000;-269091000;;-13377000;279723000;-4134000;-4134000;275589000;10379000;285968000;-105808000;180160000;;178362000;178362000
MMS;447855;USD;2017;FY;2017-09-30;2017-11-20;2018-11-20;65632000;66065000;2450961000;-1839056000;611905000;-296801000;-284593000;;-12208000;315104000;-2162000;-2162000;312942000;1293000;314235000;-102053000;212182000;;209426000;209426000
MMS;447855;USD;2018;FY;2018-09-30;2018-11-20;2020-11-19;65501000;65932000;2392236000;-1797851000;594385000;-295549000;-285241000;;-10308000;298836000;-1000000;-1000000;297836000;1373000;299209000;-78393000;220816000;;220751000;220751000
MMS;447855;USD;2019;FY;2019-09-30;2019-11-26;2021-11-18;64498000;64820000;2886815000;-2215631000;671184000;-354077000;-321023000;;-33054000;317107000;213000;-2957000;317320000;;317320000;-76825000;240495000;;240824000;240824000
MMS;447855;USD;2020;FY;2020-09-30;2020-11-19;2021-11-18;63062000;63322000;3461537000;-2750535000;711002000;-422724000;-387090000;;-35634000;288278000;-1216000;-2059000;287062000;;287062000;-72553000;214509000;;214509000;214509000
MMSI;1173714;USD;2015;FY;2015-12-31;2016-02-29;2018-03-01;44036000;44511000;542149000;-306368000;235781000;-197158000;-156348000;-40810000;;38623000;-6343000;-5957000;32280000;-1080000;31200000;-7398000;23802000;;23802000;23802000
MMSI;1173714;USD;2016;FY;2016-12-31;2017-03-01;2019-03-01;44408000;44862000;603838000;-338813000;265025000;-229627000;-184398000;-45229000;;35398000;-9490000;-8717000;25908000;-522000;25386000;-5265000;20121000;;20121000;20121000
MMSI;1173714;USD;2017;FY;2017-12-31;2018-03-01;2020-03-02;48805000;50101000;727852000;-401599000;326253000;-280537000;-229134000;-51403000;;45716000;-8227000;-7355000;37489000;-1608000;35881000;-8358000;27523000;;27523000;27523000
MMSI;1173714;USD;2018;FY;2018-12-31;2019-03-01;2021-03-01;52268000;53931000;882753000;-487983000;394770000;-335550000;-276018000;-59532000;;59220000;-9098000;-9161000;50122000;-603000;49519000;-7502000;42017000;;42017000;42017000
MMSI;1173714;USD;2019;FY;2019-12-31;2020-03-02;2021-03-01;55075000;56235000;994852000;-562486000;432366000;-392889000;-327274000;-65615000;;39477000;-13241000;-12704000;26236000;-24043000;2193000;3258000;5451000;;5451000;5451000
MN;826501;USD;2015;FY;2015-12-31;2016-03-14;2018-03-16;13736042;13964846;318043000;;;-189491000;;;;128552000;-6961000;-6961000;121591000;;121591000;-4639000;116952000;;13214000;13214000
MN;826501;USD;2016;FY;2016-12-31;2017-03-16;2018-03-16;13948433;14161782;248937000;;;-159729000;;;;89208000;1574000;1574000;90782000;;90782000;-8374000;82408000;;9274000;9274000
MN;826501;USD;2017;FY;2017-12-31;2018-03-16;2018-03-16;14164037;14237025;201527000;;;-149759000;;;;51768000;16109000;16109000;67877000;;67877000;-19352000;48525000;;3587000;3587000
MN;826501;USD;2018;FY;2018-12-31;2019-03-27;2019-03-27;14623198;14630170;161331000;;;-137949000;;;;23382000;2250000;2250000;25632000;;25632000;-2647000;22985000;;3197000;3197000
MN;826501;USD;2019;FY;2019-12-31;2020-03-13;2021-03-17;15216707;77973919;136001000;;;-133293000;;;;2708000;4913000;3236000;7621000;2684000;10305000;-448000;9857000;;1433000;1433000
MNI;653890;USD;2015;FY;2015-12-31;2016-03-08;2018-03-12;8659000;8659000;1056574000;-481152000;575422000;-505942000;;;-101595000;69480000;-75848000;-85642000;-6368000;-305591000;-311959000;11797000;-300162000;;-300162000;-300162000
MNI;653890;USD;2016;FY;2016-12-31;2017-03-06;2018-03-12;7750000;7750000;977093000;-447790000;529303000;-482461000;;;-89446000;46842000;-69337000;-82705000;-22495000;-24763000;-47258000;13065000;-34193000;;-34193000;-34193000
MNI;653890;USD;2017;FY;2017-12-31;2018-03-12;2019-03-08;7632000;7632000;903592000;-405026000;498566000;-432959000;;;-80129000;65607000;-82953000;-80943000;-17346000;-209553000;-226899000;-105459000;-332358000;;-332358000;-332358000
MNI;653890;USD;2018;FY;2018-12-31;2019-03-08;2019-03-08;7768000;7768000;807226000;-352625000;454601000;-440280000;;;-76242000;14321000;-80158000;-80757000;-65837000;-16090000;-81927000;2170000;-79757000;;-79757000;-79757000
MNI;653890;USD;2019;FY;2019-12-31;2020-09-30;2020-09-30;7911000;7911000;709516000;-297294000;412222000;-388652000;;;-46021000;23570000;-79293000;-78970000;-55723000;-361663000;-417386000;6279000;-411107000;;-411107000;-411107000
MNK;365935;USD;2016;FY;2016-09-30;2016-11-29;2016-11-29;110600000;111500000;3380800000;-1525800000;1855000000;-1187500000;-925300000;-262200000;;667500000;-383900000;-383300000;283600000;-50200000;233400000;255600000;489000000;154700000;643700000;643700000
MNK;365935;USD;2017;FY;2017-09-30;2017-11-07;2019-02-26;97700000;97900000;3221600000;-1564100000;1657500000;-1126600000;-849700000;-276900000;;530900000;-431300000;-364500000;99600000;-38000000;61600000;1709600000;1771200000;363200000;2134400000;2134400000
MNK;365935;USD;2018;FY;2018-09-30;2018-11-06;2021-03-10;84000000;84000000;3215600000;-1744400000;1471200000;-1195200000;-834100000;-361100000;;276000000;-339600001;-362000001;-63600001;-3988400000;-4052000001;430100000;-3621900001;14900000;-3607000001;-3607000001
MNK;365935;USD;2019;FY;2019-09-30;2019-11-05;2021-03-10;83900000;83900000;3162500000;-1741100000;1421400000;-1180400000;-831000000;-349400000;;241000000;-235900000;-299500000;5100000;-1596600000;-1591500000;584300000;-1007200000;10700000;-996500000;-996500000
MNK;365935;USD;2020;FY;2020-09-30;2021-03-10;2021-03-10;84600000;84600000;2213400000;-1544000000;669400000;-1174900000;-884100000;-290800000;;-505500000;-247800000;-255200000;-753300000;-207500000;-960800000;-8900000;-969700000;25100000;-944600000;-944600000
MNKD;486138;USD;2015;FY;2015-12-31;2016-03-15;2018-02-27;81233000;81233000;;-64745000;-64745000;-70634000;-40960000;-29674000;;-135379000;-19847000;-21213000;-155226000;-213219000;-368445000;;-368445000;;-368445000;-368445000
MNKD;486138;USD;2016;FY;2016-12-31;2017-07-03;2019-02-26;92053000;92085000;174758000;-17121000;157637000;-61845000;-46928000;-14917000;;95792000;-16088000;-15491000;79704000;45960000;125664000;;125664000;;125664000;125664000
MNKD;486138;USD;2017;FY;2017-12-31;2018-02-27;2019-02-26;104245000;104245000;11745000;-17228000;-5483000;-89077000;-74959000;-14118000;;-94560000;-9188000;-9201000;-103748000;-13534000;-117282000;-51000;-117333000;;-117333000;-117333000
MNKD;486138;USD;2018;FY;2018-12-31;2019-02-26;2019-02-26;144136000;144136000;27859000;-19402000;8457000;-88453000;-79716000;-8737000;;-79996000;-5052000;-4615000;-85048000;-1687000;-86735000;-240000;-86975000;;-86975000;-86975000
MNKD;486138;USD;2019;FY;2019-12-31;2020-02-25;2021-02-25;195584000;195584000;63038000;-20078000;42960000;-81569000;-74669000;-6900000;;-38609000;-6233000;-5307000;-44842000;-7061000;-51903000;;-51903000;;-51903000;-51903000
MNRO;989056;USD;2015;FY;2016-03-31;2016-05-25;2018-05-30;32026000;33353000;943651000;-557948000;385703000;-265114000;-265114000;;;120589000;-15168000;-15542000;105421000;;105421000;-38616000;66805000;;66805000;66805000
MNRO;989056;USD;2016;FY;2017-03-31;2017-05-24;2019-05-29;32413000;33301000;1021511000;-624622000;396889000;-280505000;-280505000;;;116384000;-19140000;-19768000;97244000;;97244000;-35718000;61526000;;61526000;61526000
MNRO;989056;USD;2017;FY;2018-03-31;2018-05-30;2019-05-29;32767000;33341000;1127815000;-692241000;435574000;-308278000;-308278000;;;127296000;-23842000;-24296000;103454000;;103454000;-39519000;63935000;;63935000;63935000
MNRO;989056;USD;2018;FY;2019-03-31;2019-05-29;2021-05-26;32980000;33675000;1200230000;-735002000;465228000;-338485000;-338485000;;;126743000;-26383000;-27013000;100360000;;100360000;-20608000;79752000;;79752000;79752000
MNRO;989056;USD;2019;FY;2020-03-31;2020-06-12;2021-05-26;33246000;33953000;1256524000;-779866000;476658000;-374956000;-374956000;;;101702000;-27428000;-28213000;74274000;;74274000;-16250000;58024000;;58024000;58024000
MNST;333441;USD;2015;FY;2015-12-31;2016-02-29;2016-02-29;566448000;577758000;2722564000;-1090263000;1632301000;-900118000;;;;732183000;-2105000;;730078000;161470000;891548000;-344815000;546733000;;546733000;546733000
MNST;333441;USD;2016;FY;2016-12-31;2017-04-13;2017-04-13;587874000;599819000;3049393000;-1107393000;1942000000;-856662000;;;;1085338000;-5653000;;1079685000;;1079685000;-367000000;712685000;;712685000;712685000
MNST;333441;USD;2017;FY;2017-12-31;2018-03-01;2018-03-01;566782000;577141000;3369045000;-1231355000;2137690000;-938903000;;;;1198787000;2836000;;1201623000;;1201623000;-380945000;820678000;;820678000;820678000
MNST;333441;USD;2018;FY;2018-12-31;2019-02-28;2021-03-01;557166000;564254000;3807183000;-1511808000;2295375000;-1011756000;;;;1283619000;9653000;;1293272000;;1293272000;-300268000;993004000;;993004000;993004000
MNST;333441;USD;2019;FY;2019-12-31;2020-02-28;2021-03-01;542191000;546608000;4200819000;-1682234000;2518585000;-1115646000;;;;1402939000;13023000;;1415962000;;1415962000;-308127000;1107835000;;1107835000;1107835000
MNTV;997480;USD;2017;FY;2017-12-31;2018-02-13;2020-02-27;100244000;100244000;218773000;-62679000;156094000;-175111000;-121451000;-53660000;;-19017000;-19255000;-26865000;-38272000;-1785000;-40057000;16047000;-24010000;;-24010000;-24010000
MNTV;997480;USD;2018;FY;2018-12-31;2019-02-06;2021-02-18;107900000;107900000;254324000;-77982000;176342000;-299310000;-193122000;-106188000;;-122968000;-28099000;-27801000;-151067000;-3525000;-154592000;-148000;-154740000;;-154740000;-154740000
MNTV;997480;USD;2019;FY;2019-12-31;2020-02-27;2021-02-18;131568000;131568000;307421000;-76524000;230897000;-297406000;-206861000;-90545000;;-66509000;-10195000;-14157000;-76704000;66000;-76638000;2779000;-73859000;;-73859000;-73859000
MO;133574;USD;2015;FY;2015-12-31;2016-02-25;2018-02-27;1961000000;1961000000;25434000000;-14320000000;11114000000;-2749000000;-2708000000;;;8365000000;-60000000;-817000000;8305000000;-227000000;8078000000;-2835000000;5243000000;;5241000000;5241000000
MO;133574;USD;2016;FY;2016-12-31;2017-06-15;2019-02-26;1952000000;1952000000;25744000000;-14172000000;11572000000;-2662000000;-2662000000;;;8910000000;48000000;-747000000;8958000000;12894000000;21852000000;-7608000000;14244000000;;14239000000;14239000000
MO;133574;USD;2017;FY;2017-12-31;2018-05-31;2019-02-26;1921000000;1921000000;25576000000;-13613000000;11963000000;-2338000000;-2338000000;;;9625000000;-173000000;-705000000;9452000000;376000000;9828000000;399000000;10227000000;;10222000000;10222000000
MO;133574;USD;2018;FY;2018-12-31;2019-05-29;2021-02-26;1887000000;1888000000;25364000000;-13110000000;12254000000;-2756000000;-2756000000;;;9498000000;225000000;-665000000;9723000000;-382000000;9341000000;-2374000000;6967000000;;6963000000;6963000000
MO;133574;USD;2019;FY;2019-12-31;2020-05-19;2021-02-26;1869000000;1869000000;25110000000;-12399000000;12711000000;-2226000000;-2226000000;;;10485000000;445000000;-1280000000;10930000000;-10164000000;766000000;-2064000000;-1298000000;;-1293000000;-1293000000
MOBL;118286;USD;2015;FY;2015-12-31;2016-02-23;2017-02-14;78755000;78755000;149298000;-28177000;121121000;-203428000;-141557000;-61871000;;-82307000;-274000;;-82581000;-1049000;-83630000;-852000;-84482000;;-84482000;-84482000
MOBL;118286;USD;2016;FY;2016-12-31;2017-02-14;2019-02-22;85845000;85845000;166182000;-30548000;135634000;-199420000;-132022000;-67398000;;-63786000;145000;;-63641000;-871000;-64512000;-982000;-65494000;;-65494000;-65494000
MOBL;118286;USD;2017;FY;2017-12-31;2018-03-12;2019-02-22;93770000;93770000;179758000;-30537000;149221000;-200248000;-124898000;-75350000;;-51027000;988000;;-50039000;-2181000;-52220000;-1142000;-53362000;;-53362000;-53362000
MOBL;118286;USD;2018;FY;2018-12-31;2019-02-22;2019-02-22;102527000;102527000;193192000;-34922000;158270000;-201131000;-123084000;-78047000;;-42861000;1124000;;-41737000;;-41737000;-1347000;-43084000;;-43084000;-43084000
MOBL;118286;USD;2019;FY;2019-12-31;2020-03-06;2020-03-06;109973000;109973000;205236000;-42389000;162847000;-207640000;-128084000;-79556000;;-44793000;1361000;;-43432000;-3282000;-46714000;-2132000;-48846000;;-48846000;-48846000
MODN;1251887;USD;2016;FY;2016-09-30;2016-11-18;2018-11-16;27379000;27379000;106971000;-53693000;53278000;-86018000;-62312000;-23706000;;-32740000;-36000;50000;-32776000;;-32776000;-335000;-33111000;;-33111000;-33111000
MODN;1251887;USD;2017;FY;2017-09-30;2017-11-15;2019-11-15;28649000;28649000;131169000;-61096000;70073000;-108684000;-77620000;-31064000;;-38611000;-4221000;-4159000;-42832000;;-42832000;3285000;-39547000;;-39547000;-39547000
MODN;1251887;USD;2018;FY;2018-09-30;2018-11-16;2020-11-23;30370000;30370000;154632000;-65334000;89298000;-110076000;-77660000;-32416000;;-20778000;-7456000;-8178000;-28234000;;-28234000;27000;-28207000;;-28207000;-28207000
MODN;1251887;USD;2019;FY;2019-09-30;2019-11-15;2021-11-19;32232000;32232000;141235000;-66130000;75105000;-90116000;-60107000;-30009000;;-15011000;-3252000;-2933000;-18263000;;-18263000;-1030000;-19293000;;-19293000;-19293000
MODN;1251887;USD;2020;FY;2020-09-30;2020-11-23;2021-11-19;34008000;34008000;161056000;-65496000;95560000;-102166000;-67805000;-34361000;;-6606000;-6246000;-6322000;-12852000;;-12852000;-812000;-13664000;;-13664000;-13664000
MODV;492538;USD;2015;FY;2015-12-31;2016-06-29;2017-03-10;15960905;15960905;1478010000;-1381154000;96856000;-94984000;-70986000;;-23998000;1872000;-12823000;-1853000;-10951000;857000;-10094000;-14583000;-24677000;107871000;83696000;83696000
MODV;492538;USD;2016;FY;2016-12-31;2017-03-10;2017-03-10;14666896;14666896;1578889000;-1452754000;126135000;-96515000;-69911000;;-26604000;29620000;-11870000;-1583000;17750000;-19628000;-1878000;-17036000;-18914000;108760000;91928000;91928000
MODV;492538;USD;2017;FY;2017-12-31;2018-03-09;2018-03-09;13602140;13673314;1623882000;-1489044000;134838000;-98805000;-72336000;;-26469000;36033000;16139000;-1278000;52172000;12032000;64204000;-4401000;59803000;-5983000;53369000;53369000
MODV;492538;USD;2018;FY;2018-12-31;2019-03-01;2021-03-01;12960837;13033247;1384965000;-1253608000;131357000;-92906000;-77093000;;-15813000;38451000;-7941000;-1783000;30510000;-7598000;22912000;-4684000;18228000;-37053000;-18981000;-18981000
MODV;492538;USD;2019;FY;2019-12-31;2020-02-27;2021-03-01;12958713;12958713;1509944000;-1401152000;108792000;-84060000;-67244000;;-16816000;24732000;-30258000;-850000;-5526000;;-5526000;573000;-4953000;5919000;966000;966000
MOH;1178120;USD;2015;FY;2015-12-31;2016-02-26;2018-03-01;52000000;56000000;14178000000;-12348000000;1830000000;-1443000000;-1146000000;;-104000000;387000000;-65000000;-66000000;322000000;;322000000;-179000000;143000000;;143000000;143000000
MOH;1178120;USD;2016;FY;2016-12-31;2017-03-01;2019-02-19;55400000;56000000;17782000000;-15459000000;2323000000;-2017000000;-1393000000;;-139000000;306000000;-101000000;-101000000;205000000;;205000000;-153000000;52000000;;52000000;52000000
MOH;1178120;USD;2017;FY;2017-12-31;2018-03-01;2020-02-14;56000000;56400000;19883000000;-17511000000;2372000000;-2223000000;-1594000000;;-137000000;149000000;-57000000;-118000000;92000000;-704000000;-612000000;100000000;-512000000;;-512000000;-512000000
